"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"17066",9938208,"Bryant Park Studio 3",50760546,"CRNY Monthly Rentals","Manhattan","Midtown",40.75089,-73.98216,"Entire home/apt",90,30,2,2021-03-07,0.03,28,158
"17067",10280345,"Room 5, Victorian Home to Enjoy!!",756173,"Laura","Brooklyn","Flatbush",40.6428,-73.96173,"Private room",79,2,149,2021-03-07,2.38,2,43
"17068",10482237,"Individual Cubicle Room in NYC/not shared/just you",16677326,"Alex And Zeena","Manhattan","Chelsea",40.74864,-73.99564,"Private room",53,1,191,2021-03-07,3.03,12,356
"17069",10945632,"All to yourself home away from home",56758927,"Carol","Queens","Queens Village",40.70661,-73.74692,"Entire home/apt",90,2,304,2021-03-07,4.83,1,359
"17070",14506036,"Heart of Harlem Living - NYC to it's fullest!",1215853,"Pascal","Manhattan","East Harlem",40.80838,-73.93881,"Entire home/apt",147,1,47,2021-03-07,0.84,2,0
"17071",14696542,"Bright, Modern, Cozy Room w/Rooftop in Brooklyn",91147323,"Kaitlyn","Brooklyn","Bedford-Stuyvesant",40.69837,-73.94361,"Private room",50,2,209,2021-03-07,3.71,1,33
"17072",15268654,"NEW & PRIVATE 2 bedroom apt in stately townhouse",67213712,"Ken","Brooklyn","Gowanus",40.68116,-73.99139,"Entire home/apt",175,30,128,2021-03-07,2.34,1,240
"17073",15602953,"Central washer/dryer,WiFi, 5 min Jtrain Gates Ave",68787921,"Hurriyet Aydın /","Brooklyn","Bedford-Stuyvesant",40.68925,-73.92313,"Private room",44,2,45,2021-03-07,0.84,4,0
"17074",16202962,"Stunning modern 1BR APT, 15min from grand central",105828180,"Lev","Queens","Sunnyside",40.74592,-73.92314,"Entire home/apt",76,3,150,2021-03-07,2.88,1,34
"17075",16730833,"Underground Palace",44018877,"Yves","Brooklyn","East Flatbush",40.64025,-73.95097,"Entire home/apt",63,2,128,2021-03-07,3.28,2,329
"17076",17095971,"Charming Cozy Designer Home- Private House",69366752,"Maggie","Queens","Forest Hills",40.73626,-73.85626,"Entire home/apt",130,2,223,2021-03-07,4.44,2,72
"17077",17552185,"Cozy Garden Apartment in Charming Park Slope",117035626,"Anelcia Carolle","Brooklyn","Park Slope",40.67413,-73.97955,"Entire home/apt",109,2,153,2021-03-07,3.2,1,3
"17078",18024956,"Lovely Bedroom Suite w/ Private Entry",15185649,"Beebe","Brooklyn","Bedford-Stuyvesant",40.68303,-73.92449,"Entire home/apt",64,2,195,2021-03-07,4.02,2,229
"17079",19925397,"Modern, big and comfy space in the heart of NYC",46708895,"Victor","Bronx","Mount Hope",40.84706,-73.90526,"Entire home/apt",197,2,74,2021-03-07,1.76,1,339
"17080",22108932,"Cosy Apartment-Inwood 4 min to train 1, A, &Park",142724947,"Yusra","Manhattan","Inwood",40.87286,-73.9144,"Entire home/apt",50,30,8,2021-03-07,0.2,1,131
"17081",22764944,"1 Room In 2 Bedroom Apt Doorman BLDG With Elevator",119847900,"Marie","Manhattan","Washington Heights",40.84889,-73.93523,"Private room",55,1,64,2021-03-07,1.67,1,89
"17082",23413509,"Two bedroom apartment in Brooklyn/Bed Stuy",152877297,"Hp","Brooklyn","Bedford-Stuyvesant",40.67996,-73.91059,"Private room",92,2,91,2021-03-07,2.44,1,178
"17083",25319136,"Elegant 2brm 2bath Loft . Terrace",4399103,"James","Manhattan","SoHo",40.72644,-74.0006,"Entire home/apt",305,31,67,2021-03-07,1.98,3,70
"17084",25813796,"Fanta Sea Home 2",131777975,"Jewell","Brooklyn","Brownsville",40.66513,-73.91682,"Private room",50,4,13,2021-03-07,0.42,3,365
"17085",25838887,"Private bedroom with Private Bath Chinatown, NYC",33867639,"Amiee","Manhattan","Two Bridges",40.71269,-73.99513,"Private room",115,1,90,2021-03-07,2.6,8,149
"17086",27510869,"Staten Island Apartment",113295877,"Jonathan","Staten Island","Tompkinsville",40.6362,-74.08902,"Private room",45,3,17,2021-03-07,0.53,2,123
"17087",28011840,"Beautiful 2 Bedroom Apartment Near LGA and City",70774951,"Farhan","Queens","East Elmhurst",40.76713,-73.87817,"Entire home/apt",113,1,201,2021-03-07,6.29,3,99
"17088",28044485,"Chic sun-filled dream home in East Village",211836350,"Jt","Manhattan","East Village",40.72961,-73.98274,"Entire home/apt",179,3,14,2021-03-07,0.5,1,303
"17089",31294112,"Empire Aparment",234211879,"","Brooklyn","Bedford-Stuyvesant",40.68421,-73.92135,"Entire home/apt",143,2,52,2021-03-07,1.91,1,354
"17090",32165550,"Covid Discount.NY Home in a multicultural setting!",68959402,"Santiago","Queens","Elmhurst",40.74586,-73.88524,"Entire home/apt",79,1,39,2021-03-07,1.49,1,80
"17091",35043094,"Comfy Home",263984220,"Joyann","Queens","Springfield Gardens",40.66461,-73.74935,"Entire home/apt",150,3,18,2021-03-07,0.83,1,360
"17092",35120633,"Hotel Hendricks, Superior King",263201642,"Hotel Hendricks","Manhattan","Hell's Kitchen",40.75532,-73.99329,"Private room",119,1,3,2021-03-07,0.3,6,0
"17093",35510876,"Aliz Hotel Times Square, Standard Double Guest Rm",260987211,"Aliz Hotel Times Square","Manhattan","Hell's Kitchen",40.7548,-73.99408,"Private room",142,1,4,2021-03-07,1.21,5,329
"17094",35540158,"Nesva Hotel, King Premium Balcony",263720409,"Nesva Hotel","Queens","Long Island City",40.75331,-73.93501,"Hotel room",222,1,18,2021-03-07,0.91,12,349
"17095",35566699,"The Allen Hotel, King Deluxe",266741420,"The Allen Hotel","Manhattan","Lower East Side",40.71904,-73.98974,"Hotel room",109,1,6,2021-03-07,0.33,5,1
"17096",35707367,"Great studio located in Penn Station.",266833571,"Ezequiel","Manhattan","Chelsea",40.75159,-73.99721,"Entire home/apt",123,3,60,2021-03-07,2.71,1,26
"17097",36315143,"Tranquil Haven-8 mins to JFK/LIRR /Air Train",178272943,"Sharon","Queens","Jamaica",40.67042,-73.78061,"Entire home/apt",400,1,9,2021-03-07,0.43,4,174
"17098",36727825,"Manhattan lovely private room",53686964,"Renee","Manhattan","Upper East Side",40.77595,-73.95319,"Private room",51,1,62,2021-03-07,2.92,4,358
"17099",37561277,"(2C) Amazing 2 Bedroom Apt Close to Central Park",279451591,"Isaac","Manhattan","East Harlem",40.79447,-73.94379,"Entire home/apt",60,30,1,2021-03-07,0.88,18,356
"17100",38446949,"Lovely Bed Stuy Garden Apartment Close to Train",24668,"Tara","Brooklyn","Bedford-Stuyvesant",40.68269,-73.95326,"Entire home/apt",130,6,10,2021-03-07,0.57,1,158
"17101",38839128,"Charming Brooklyn Home",130064298,"Cassandra","Brooklyn","Boerum Hill",40.68906,-73.98591,"Entire home/apt",280,2,51,2021-03-07,2.8,1,321
"17102",39334332,"A Greenpoint Get-a-way",29354052,"Jessica","Brooklyn","Greenpoint",40.72383,-73.94352,"Private room",45,5,5,2021-03-07,0.76,1,52
"17103",39950446,"Blue Luxury Private Bedroom",307970900,"Sophia","Manhattan","Morningside Heights",40.8102,-73.95913,"Private room",52,1,39,2021-03-07,2.29,2,0
"17104",40035744,"BEAUTIFUL AND COZY ROOM WAIT FOR YOU",179253411,"Giselle","Queens","Flushing",40.73796,-73.80749,"Private room",45,2,5,2021-03-07,0.31,1,179
"17105",41127989,"Studio726 In the heart of Midtown Manhattan",321252889,"Oscar & Rossanna","Manhattan","Midtown",40.7476,-73.98691,"Entire home/apt",119,1,22,2021-03-07,1.48,9,169
"17106",41289512,"#16 Two Bedroom Apartment in Central of Midtown",211549023,"Studioplus","Manhattan","Midtown",40.7484,-73.98757,"Entire home/apt",129,2,21,2021-03-07,1.41,14,345
"17107",41959882,"beautiful spacious studio w/ outdoor space",332058136,"Mikako","Brooklyn","Bedford-Stuyvesant",40.68294,-73.9159,"Entire home/apt",110,7,6,2021-03-07,0.63,1,105
"17108",42274866,"Top Floor Pre-War Oasis with Total Privacy",43825948,"Jeanie","Manhattan","Inwood",40.8691,-73.92575,"Entire home/apt",89,7,6,2021-03-07,0.43,1,139
"17109",42336485,"Cozy Retreat away from home.",9952523,"","Queens","Queens Village",40.728,-73.74948,"Entire home/apt",182,3,17,2021-03-07,1.36,2,242
"17110",42438973,"La Sienna Beautiful Prewar Brownstone Studio",1171497,"Yvette","Manhattan","Harlem",40.80816,-73.95192,"Entire home/apt",125,3,22,2021-03-07,1.6,5,314
"17111",42692118,"Large Waterfront Studio. Epic Views & Gym!",21200662,"Saul","Brooklyn","Greenpoint",40.73096,-73.96122,"Entire home/apt",99,30,12,2021-03-07,0.94,1,1
"17112",43142085,"Ultimate Bushwick Brooklyn 3-Bedroom",251991421,"Jennifer","Brooklyn","Bushwick",40.68712,-73.91345,"Entire home/apt",170,1,15,2021-03-07,1.34,2,363
"17113",43150520,"Sleep in Luxury |Prof Clean|Close to NYC Hospitals",342873987,"Celestine","Queens","Astoria",40.7613,-73.91449,"Private room",89,2,12,2021-03-07,1.24,2,172
"17114",43623364,"Comfort room in Downtown Manhattan, center of city",318750232,"Sherry","Manhattan","Chinatown",40.7155,-73.99669,"Private room",59,1,2,2021-03-07,0.2,6,180
"17115",43939694,"CENTERED LOCATION*11TH FLOOR*STUDIO FOR 4 PEOPLE",8309060,"Julia","Manhattan","Midtown",40.74616,-73.98807,"Entire home/apt",82,1,16,2021-03-07,2.17,8,258
"17116",44089440,"Spacious 2 BR - Heart of Astoria - Ideal WFH setup",18764403,"Amanda","Queens","Astoria",40.76835,-73.91746,"Entire home/apt",115,7,5,2021-03-07,1.02,1,71
"17117",44264929,"Designer loft in the heart of West Village/Chelsea",15478425,"Morgan","Manhattan","Chelsea",40.74408,-74.00417,"Entire home/apt",250,2,17,2021-03-07,1.93,1,121
"17118",44477235,"Good Vibes Only: Massive 2 Bedroom Artsy Apartment",359537256,"De","Brooklyn","Bedford-Stuyvesant",40.68528,-73.93984,"Entire home/apt",300,1,5,2021-03-07,1.26,2,363
"17119",45699760,"L.E.S. is More",369951498,"Lawrence","Manhattan","Lower East Side",40.71736,-73.98902,"Entire home/apt",189,2,5,2021-03-07,1.43,1,0
"17120",45813166,"Private Room on Brighton Beach. Near train",250263013,"Natalya","Brooklyn","Brighton Beach",40.57756,-73.96501,"Private room",61,1,5,2021-03-07,1.26,1,185
"17121",45841579,"Hotel Central Times Square King Room  5",367658324,"Hotel Central Times Square","Manhattan","Hell's Kitchen",40.75485,-73.99493,"Private room",122,1,1,2021-03-07,0.88,10,20
"17122",45841631,"Hotel Central Doubles with 2 Double Beds Room 1",367658324,"Hotel Central Times Square","Manhattan","Hell's Kitchen",40.75315,-73.9943,"Private room",145,1,1,2021-03-07,0.83,10,14
"17123",45973275,"Gild Hall - Luxury Boutique Hotel, King Bed",372555742,"Gild Hall","Manhattan","Financial District",40.70709,-74.00828,"Private room",112,1,14,2021-03-07,2.73,8,143
"17124",45985395,"Large room in the center of Williamsburg",5166944,"Mark","Brooklyn","Williamsburg",40.70965,-73.96285,"Private room",40,1,21,2021-03-07,3.71,2,91
"17125",46019821,"Brooklyn-lovers PrivateRoom near Barclays",2898368,"Shawn","Brooklyn","Prospect Heights",40.6823,-73.97245,"Private room",70,3,2,2021-03-07,0.8,1,44
"17126",46179119,"La Sienna Private Room in a Pre-War Brownstone -7",1171497,"Yvette","Manhattan","Harlem",40.80916,-73.95148,"Private room",70,2,7,2021-03-07,1.36,5,296
"17127",46202555,"Charming, cozy and artsy 1 BR in the West Village",6231683,"Bibi","Manhattan","West Village",40.73261,-74.00843,"Entire home/apt",145,30,2,2021-03-07,0.65,1,5
"17128",46376066,"Amazing room across street of the hight bridge",128692351,"Nahuel","Bronx","Highbridge",40.84331,-73.92713,"Private room",50,2,10,2021-03-07,3,6,365
"17129",46468564,"Stylish room|PRIVATE BATHROOM",375864182,"Dariia & Jacob","Brooklyn","Bedford-Stuyvesant",40.69205,-73.94055,"Private room",42,30,1,2021-03-07,0.88,16,342
"17130",46544395,"NYC HOME GETAWAY",124759270,"Danielle","Queens","Jamaica",40.68101,-73.79007,"Entire home/apt",175,1,6,2021-03-07,2.34,1,351
"17131",46547485,"A+ Location Comfort Lofty & Bright Queen Studio",348619646,"Nomad","Manhattan","Midtown",40.74787,-73.98681,"Entire home/apt",118,1,8,2021-03-07,1.89,48,68
"17132",46728057,"Williamsburg loft with huge terrace & city views",8062325,"Conor","Brooklyn","Williamsburg",40.72213,-73.95715,"Entire home/apt",125,5,1,2021-03-07,0.86,1,12
"17133",46878582,"Private Room in Prime Williamsburg",68547311,"Alejandro","Brooklyn","Williamsburg",40.71293,-73.95199,"Private room",45,2,2,2021-03-07,1.43,1,0
"17134",46899085,"Hell's Kitchen Private Stay",378877182,"Evangelista","Manhattan","Hell's Kitchen",40.76539,-73.99498,"Private room",78,2,7,2021-03-07,2.19,1,277
"17135",47020052,"Golden",274584744,"Ainsley","Brooklyn","Crown Heights",40.67564,-73.94371,"Private room",100,2,7,2021-03-07,1.86,2,365
"17136",47139892,"One Bed/One Bath Near TIME SQUARE - With Laundry",37583303,"Daniel","Manhattan","Hell's Kitchen",40.7685,-73.99014,"Entire home/apt",189,2,3,2021-03-07,0.91,1,39
"17137",47251940,"Large Private Room with easy access to SIUH & RMCU",356623718,"Aicha","Staten Island","Stapleton",40.62645,-74.07967,"Private room",70,7,3,2021-03-07,0.98,9,321
"17138",47259967,"The Light Suite",236018119,"Lucy","Queens","Queens Village",40.71616,-73.74101,"Entire home/apt",122,1,17,2021-03-07,4.86,1,364
"17139",47338012,"Clean one bedroom Apartment in Washington Heights",197737782,"Sandivell","Manhattan","Washington Heights",40.8588,-73.93291,"Entire home/apt",145,3,4,2021-03-07,1.69,1,148
"17140",47467278,"Great 2BR in Awesome Greenpoint",375310869,"Kristina & Alex","Brooklyn","Greenpoint",40.72933,-73.95601,"Entire home/apt",121,30,1,2021-03-07,0.86,43,266
"17141",47489099,"Swanky King Bed/ Hotel Room",383332265,"Michelle","Manhattan","Chelsea",40.74782,-73.99053,"Private room",104,1,2,2021-03-07,1.07,41,209
"17142",47756825,"NYU & 5th Avenue dream Home + Washer Dryer",328120040,"Jen","Manhattan","Chelsea",40.73772,-73.99645,"Entire home/apt",666,1,3,2021-03-07,1.36,2,335
"17143",47812937,"Stylish King Bed Hotel Room",383332265,"Michelle","Manhattan","Chelsea",40.74719,-73.9927,"Private room",104,1,2,2021-03-07,1.11,41,196
"17144",47891434,"Completely furnished apt in the heart of Manhattan",249307011,"Sebastian","Manhattan","Hell's Kitchen",40.75488,-73.99357,"Entire home/apt",35,1,3,2021-03-07,2.43,1,0
"17145",48026817,"Hotel Room King Bed Bright and Cozy",383332265,"Michelle","Manhattan","Chelsea",40.74756,-73.99113,"Private room",97,1,1,2021-03-07,0.88,41,243
"17146",48052346,"Room La Nova 90 Times Square Downtown",376977533,"Holidays","Manhattan","Hell's Kitchen",40.7609,-73.99084,"Private room",90,1,6,2021-03-07,3.16,6,84
"17147",48052849,""" Bedroom  in the Nearest  Place from Manhattan.""",254169903,"Roberta","Queens","Long Island City",40.76102,-73.9288,"Private room",45,5,1,2021-03-07,0.86,1,355
"17148",48063910,"The Bronx Near Yankee stadium, subways & buses",123907559,"Chris","Bronx","Concourse Village",40.83309,-73.91174,"Entire home/apt",85,2,3,2021-03-07,1.64,1,89
"17149",48146136,"Peaceful studio duplex with workspace in Brooklyn",388299112,"Lindsay","Brooklyn","Bushwick",40.70008,-73.92313,"Entire home/apt",101,1,3,2021-03-07,2.5,2,1
"17150",48257515,"Premium River View King Bed Hotel Room",371972456,"Justin","Manhattan","Financial District",40.70446,-74.00582,"Private room",123,1,1,2021-03-07,0.86,107,262
"17151",48269171,"Unique Sunny Studio",386582147,"Sanya","Queens","Long Island City",40.74864,-73.93691,"Entire home/apt",95,1,1,2021-03-07,0.88,1,194
"17152",48365150,"Cuarto privado y tranquilo",381693926,"Walter","Brooklyn","East New York",40.66455,-73.8822,"Private room",65,1,1,2021-03-07,0.94,2,0
"17153",328788,"Private Room in Williamsburg Loft!",1679238,"Viveca","Brooklyn","Bedford-Stuyvesant",40.69897,-73.95002,"Private room",76,2,83,2021-03-08,0.75,3,5
"17154",1231273,"LUXURY TIMES SQUARE APARTMENT",5894425,"Dan","Manhattan","Hell's Kitchen",40.76185,-73.99463,"Entire home/apt",131,5,61,2021-03-08,0.64,1,13
"17155",3769052,"Great Sunny Spacious Room",3086826,"Melody","Bronx","Mount Hope",40.84826,-73.91062,"Private room",33,3,86,2021-03-08,1.07,1,26
"17156",5965946,"Gorg Master 1 Br/1Ba (socially distanced building)",4308068,"Crystal","Brooklyn","Bushwick",40.69968,-73.91319,"Entire home/apt",90,4,48,2021-03-08,0.7,1,17
"17157",7194538,"Big home, 3 floors, good 4 families - 2,800 sqft",37633503,"Tina","Manhattan","Harlem",40.80818,-73.94964,"Entire home/apt",420,3,59,2021-03-08,0.95,1,187
"17158",12072069,"Cute & Cozy Cobble Hill Apt",37820765,"Carla","Brooklyn","Columbia St",40.68659,-74.00034,"Entire home/apt",126,3,17,2021-03-08,0.28,1,86
"17159",14507274,"Large Bright East Village Flat",849356,"Margo","Manhattan","East Village",40.72537,-73.97861,"Entire home/apt",150,12,44,2021-03-08,0.79,1,72
"17160",15115382,"Private Guestroom in Landmark Bklyn Brownstone",24155326,"Mark Winston","Brooklyn","Crown Heights",40.67764,-73.94803,"Private room",80,1,290,2021-03-08,5.27,1,170
"17161",16181190,"Private cozy room with sky view near Manhattan",103392673,"T","Queens","Astoria",40.75897,-73.92616,"Private room",32,30,85,2021-03-08,1.6,4,28
"17162",20135558,"Awesome Newly Renovated 2-bdrm. - E,F,J trains.",143186772,"Femi","Queens","Jamaica",40.69547,-73.79935,"Entire home/apt",113,4,132,2021-03-08,3,1,125
"17163",20155838,"Clean cozy renovated convenient 15m to Manhattan",131035061,"Lucky","Queens","Sunnyside",40.74686,-73.91318,"Private room",50,4,149,2021-03-08,3.33,2,56
"17164",20194954,"Relaxing & cozy apt in Brooklyn mins to Manhattan",13462855,"Travis","Brooklyn","Bedford-Stuyvesant",40.68007,-73.93937,"Entire home/apt",175,3,98,2021-03-08,2.21,3,0
"17165",21566909,"2 bedroom floor-thru in heart of Park Slope -",4058709,"Elise","Brooklyn","Park Slope",40.67456,-73.97951,"Entire home/apt",235,7,64,2021-03-08,1.6,1,319
"17166",23268810,"Cosy private room in Manhattan.",145252418,"Claudio","Manhattan","East Harlem",40.80387,-73.93714,"Private room",61,1,135,2021-03-08,3.77,4,172
"17167",23480048,"Open studio in Bushwick",64076428,"John","Brooklyn","Bushwick",40.69718,-73.93237,"Entire home/apt",100,3,9,2021-03-08,0.24,1,152
"17168",23713825,"Gorgeous Room steps from 4,5,6 trains and C.Park !",145252418,"Claudio","Manhattan","East Harlem",40.80568,-73.93577,"Private room",63,1,113,2021-03-08,3.21,4,170
"17169",25804970,"Tropical Room in Brooklyn Heights",11280566,"Paris","Brooklyn","Brooklyn Heights",40.69933,-73.99333,"Private room",74,2,91,2021-03-08,2.65,1,8
"17170",26228457,"Brooklyn Brownstone (blue bedroom - single bed)",80292073,"Julie","Brooklyn","South Slope",40.66201,-73.98125,"Private room",64,5,12,2021-03-08,0.36,2,89
"17171",26255080,"♥♥♥ Entire House with Backyard & Superfast WiFi♥♥♥",191338162,"","Bronx","Allerton",40.86158,-73.8613,"Entire home/apt",249,1,92,2021-03-08,2.73,5,364
"17172",26301165,"UWS Artist’s 1 Bedroom Home—Whimsical and Unique!",50366054,"Blake","Manhattan","Upper West Side",40.80108,-73.96195,"Entire home/apt",110,3,2,2021-03-08,0.13,2,286
"17173",27015594,"24/7 Onsite Team, Lux Studio Apt, W 58th St",176950173,"Aka","Manhattan","Midtown",40.7648,-73.9767,"Entire home/apt",210,7,1,2021-03-08,0.88,11,364
"17174",27314650,"Gorgeous room w/private-attached  bath. Flushing.",205745676,"Liqin","Queens","Flushing",40.7577,-73.81925,"Private room",89,1,54,2021-03-08,1.65,8,348
"17175",27459661,"A Quiet Space",206926246,"Gwen","Brooklyn","Canarsie",40.62746,-73.899,"Private room",48,3,51,2021-03-08,1.63,2,365
"17176",28312177,"Private En-suite in an Beautiful Brownstone.  770.",213803787,"Naftaly","Brooklyn","Crown Heights",40.66743,-73.94282,"Entire home/apt",95,1,47,2021-03-08,1.54,1,89
"17177",30767659,"3 Single Beds Studio near ESB #8",211549023,"Studioplus","Manhattan","Midtown",40.74795,-73.98867,"Entire home/apt",79,2,50,2021-03-08,1.82,14,353
"17178",31090222,"JFK Airport Cozy Bedroom for Travel Room 1",232251881,"","Queens","Springfield Gardens",40.66666,-73.78418,"Private room",54,1,232,2021-03-08,8.34,9,192
"17179",32016639,"Forest Sanctuary in Bushwick",7964926,"Matthew","Brooklyn","Bushwick",40.69982,-73.92352,"Entire home/apt",95,5,53,2021-03-08,2.02,1,95
"17180",32238694,"Midtown 2 Bed Large Full Kitchen & Free Breakfast",214347105,"Beekman","Manhattan","Midtown",40.75337,-73.96616,"Entire home/apt",232,3,21,2021-03-08,0.83,8,362
"17181",33498269,"Studio in the heart of LES - best location!",4035309,"Renata","Manhattan","Lower East Side",40.72027,-73.98882,"Entire home/apt",67,1,13,2021-03-08,0.55,1,0
"17182",34283155,"Clean Room in Upper West Side Near Columbia Uni",6655776,"Jk","Manhattan","Morningside Heights",40.80476,-73.96434,"Private room",40,2,48,2021-03-08,2.07,2,0
"17183",34481589,"Confortable studio",253304582,"Iris","Queens","Corona",40.73606,-73.86337,"Entire home/apt",110,11,2,2021-03-08,0.83,2,333
"17184",35252845,"Sunny NOHO Designer Loft- Bowery Hotel adjacent",8962282,"Michael","Manhattan","East Village",40.7261,-73.99038,"Entire home/apt",525,2,5,2021-03-08,0.23,1,164
"17185",35539856,"Nesva Hotel, King City View",263720409,"Nesva Hotel","Queens","Long Island City",40.75331,-73.93501,"Hotel room",190,1,19,2021-03-08,1.01,12,349
"17186",36039490,"A clean 2 comfortable private room near Bowne park",215128544,"Sherry","Queens","Flushing",40.76998,-73.80593,"Private room",55,1,18,2021-03-08,0.83,4,177
"17187",36940057,"Hidden Gem 4 mins JFK/15 mins to LaGuardia",266645207,"Michael And Carrol","Queens","Laurelton",40.66941,-73.74459,"Private room",48,1,23,2021-03-08,1.17,3,365
"17188",37563649,"(1A) Fantastic 2 Bedroom Next to Central Park",279451591,"Isaac","Manhattan","East Harlem",40.79413,-73.94563,"Entire home/apt",65,30,3,2021-03-08,0.17,18,355
"17189",38299089,"Private entrance townhouse QUIET Haven Upper East",28947461,"Zn","Manhattan","Upper East Side",40.77797,-73.95368,"Entire home/apt",250,4,3,2021-03-08,0.16,1,285
"17190",38519757,"A cozy and serene private room just for you.",292048746,"Conny","Bronx","Concourse Village",40.82992,-73.91626,"Private room",25,3,24,2021-03-08,1.26,1,324
"17191",40745955,"Wyndham Midtown 45 in New York, NY",246225955,"Michael","Manhattan","Midtown",40.75265,-73.97244,"Entire home/apt",559,2,2,2021-03-08,1.4,2,64
"17192",40843980,"Cozy 2 Bedroom Spacious Apartment near Manhattan",295370107,"Dr. Tania","Queens","Ozone Park",40.6823,-73.84545,"Entire home/apt",102,3,25,2021-03-08,2.7,1,164
"17193",40928652,"Hidden Gem / Private bath in a spacious 2B2B Home",37273608,"Yuan","Manhattan","Hell's Kitchen",40.7541,-73.99329,"Private room",128,1,38,2021-03-08,2.38,3,0
"17194",41435379,"Family home away from family",326038467,"Paul","Brooklyn","East Flatbush",40.64052,-73.93388,"Private room",293,1,1,2021-03-08,0.88,1,173
"17195",41593430,"Restored Barn Cottage Duplex in Bucolic Brooklyn",282655,"Jenna","Brooklyn","Flatbush",40.63134,-73.9572,"Entire home/apt",200,3,11,2021-03-08,0.75,4,281
"17196",42182167,"Love you",294428595,"","Brooklyn","Sunset Park",40.64542,-74.00641,"Private room",70,1,6,2021-03-08,0.71,7,364
"17197",42449656,"Romantic studio in New York best Bushwick",308165996,"Alex","Brooklyn","Bushwick",40.699,-73.92639,"Entire home/apt",110,30,5,2021-03-08,0.37,2,363
"17198",43509541,"Beautiful spacious 1 BR , FULL KITCHEN, BIG YARD.",16851857,"Paul","Bronx","Wakefield",40.89643,-73.84959,"Entire home/apt",85,5,4,2021-03-08,0.5,12,346
"17199",43745701,"Upscale Modern NYC Apartment",105644109,"Michelle","Manhattan","Washington Heights",40.83407,-73.94411,"Entire home/apt",150,2,6,2021-03-08,0.99,1,0
"17200",44393894,"ENTIRE  1 BEDROOM WITH BACKYARD IN FOREST HILLS",190298308,"Lucky","Queens","Forest Hills",40.7335,-73.84734,"Entire home/apt",98,1,7,2021-03-08,0.91,2,365
"17201",45114711,"Furnished Studio in Midtown West",51501835,"Jeniffer","Manhattan","Hell's Kitchen",40.76599,-73.98795,"Entire home/apt",70,30,4,2021-03-08,0.63,152,1
"17202",45139002,"Cozy room in Woodside",135031316,"Aida","Queens","Woodside",40.74538,-73.91103,"Shared room",70,1,7,2021-03-08,0.98,1,59
"17203",45483048,"Furnished Studio in Midtown West",51501835,"Jeniffer","Manhattan","Hell's Kitchen",40.76661,-73.99016,"Entire home/apt",68,30,2,2021-03-08,0.65,152,321
"17204",45602312,"Bedroom in Lower Manhattan",62211530,"Marina","Manhattan","Financial District",40.70885,-74.00221,"Private room",48,3,3,2021-03-08,0.48,3,333
"17205",45623624,"Bright room in East Williamsburg",2543955,"Héctor","Brooklyn","Williamsburg",40.70284,-73.93617,"Private room",45,4,7,2021-03-08,1.15,1,102
"17206",45811375,"Clean and bright room 干净明亮大床房",371382100,"Jinyun","Queens","Flushing",40.74038,-73.81259,"Private room",40,30,4,2021-03-08,0.85,2,120
"17207",46024391,"The Best In Manhattan",151238818,"Peter","Manhattan","Upper West Side",40.77784,-73.98055,"Private room",130,5,2,2021-03-08,0.39,2,362
"17208",46049044,"Gorgeous West Village 2BR with Park View",2552719,"Guillaume","Manhattan","West Village",40.7357,-74.00155,"Entire home/apt",135,30,1,2021-03-08,1,1,0
"17209",46191668,"Node Harman - Beautiful, Modern 3 Bed in Brooklyn",159510012,"Node","Brooklyn","Bushwick",40.70263,-73.91628,"Entire home/apt",116,30,1,2021-03-08,0.91,2,37
"17210",46516817,"Spacious 4 Bedroom /3 Full  Bathroom apartment",51501835,"Jeniffer","Manhattan","Hell's Kitchen",40.762,-73.99285,"Entire home/apt",140,30,1,2021-03-08,0.86,152,1
"17211",46734542,"Large Apartment - Central Park/Subways/Times Sq.",92650708,"Kristen","Manhattan","Upper East Side",40.76298,-73.96627,"Entire home/apt",249,1,3,2021-03-08,2.14,1,23
"17212",46815855,"Totally renovated  plush apartment!",294332738,"German","Brooklyn","Bedford-Stuyvesant",40.68738,-73.9404,"Private room",270,4,1,2021-03-08,0.91,2,180
"17213",46898862,"The Papaya studio with beautiful modern finishes",378802243,"Arian","Bronx","Williamsbridge",40.87871,-73.8648,"Entire home/apt",162,1,3,2021-03-08,0.84,2,330
"17214",47334332,"2 bed in doorman building close to NYU",91806581,"Hila","Manhattan","Murray Hill",40.74472,-73.97311,"Entire home/apt",145,30,1,2021-03-08,0.88,15,365
"17215",47358432,"🏆Big Clean Sunny Room in the heart of Bushwick⭐️⭐️⭐️⭐️",375687526,"Hardy","Brooklyn","Bushwick",40.70177,-73.91912,"Private room",49,1,4,2021-03-08,1.22,5,339
"17216",47421915,"Private Room with kitchenette In Brooklyn",16608415,"Smidty","Brooklyn","East New York",40.66691,-73.89245,"Private room",50,1,3,2021-03-08,1.61,3,267
"17217",47916682,"Studio flat near Empire State",386218530,"","Manhattan","Midtown",40.74615,-73.98719,"Entire home/apt",85,4,1,2021-03-08,0.86,1,360
